,WD,basin,sampling_point,sampling_date,BOD,chla,COD,DO,EC,SS,wtemp,TOC,clar,lake_x,Title,Satellite_date,check_same_date,band_1,band_2,band_3,band_4,band_5,band_6,band_7,band_8,band_9,band_10,band_11,band_12,check
1450,,,Daecheong1,20220926,,21.8,,5.7,,,23.8,,1.9,Daecheongdam,1_1_20220924T021541_20220924T022204_T52SCF.tif,20220924,처_음,145,168.7777778,277,138.1111111,124,94.22222222,88.66666667,91.33333333,103.6666667,48.33333333,30.33333333,31.88888889,1
1453,,,Daecheong1,20221017,,21.4,,9.1,,,21.5,,2.5,Daecheongdam,1_1_20221019T021709_20221019T022253_T52SCF.tif,20221019,처_음,29.33333333,110.4444444,147.6666667,61.66666667,72,41.55555556,53,38.55555556,37.44444444,14,19.88888889,20,0
1462,,,Daecheong1,20221219,,7.1,,10.4,,,9.4,,2.9,Daecheongdam,1_1_20221218T022109_20221218T022111_T52SCF.tif,20221218,처_음,122,226.7777778,196.4444444,113.4444444,75.66666667,63,71,74.44444444,32.55555556,52,27.77777778,26.77777778,0
1464,,,Daecheong1,20230102,,4.3,,10.3,,,7.1,,4.2,Daecheongdam,1_1_20230102T022111_20230102T022106_T52SCF.tif,20230102,처_음,0,25.44444444,66.33333333,40.22222222,23.55555556,3,18.55555556,17,8.444444444,1.333333333,15.11111111,13.66666667,0
1471,,,Daecheong1,20230220,,3.2,,12.1,,,5.2,,5.1,Daecheongdam,1_1_20230221T021721_20230221T022343_T52SCF.tif,20230221,처_음,136,168.3333333,229.7777778,128,98.88888889,78.55555556,92,85.33333333,76.22222222,66.66666667,63.77777778,48.11111111,0
1472,,,Daecheong1,20230227,,2.7,,12.3,,,5.6,,5.3,Daecheongdam,1_1_20230226T021649_20230226T022359_T52SCF.tif,20230226,처_음,137.3333333,211.6666667,208,98.77777778,80.22222222,58.22222222,71.88888889,63.22222222,51,49,46.22222222,38.33333333,0
1473,,,Daecheong1,20230306,,3.9,,12.6,,,6.3,,3.8,Daecheongdam,1_1_20230308T021539_20230308T022653_T52SCF.tif,20230308,처_음,297,285.8888889,350.3333333,244.4444444,337.4444444,315.6666667,330.8888889,252.1111111,305.1111111,407,245.8888889,177.3333333,1
1474,,,Daecheong1,20230313,,3.1,,12,,,7,,3,Daecheongdam,1_1_20230313T021531_20230313T022154_T52SCF.tif,20230313,처_음,212,254.4444444,362.7777778,222.6666667,193.2222222,137.2222222,131.3333333,144.8888889,132.7777778,120,112.6666667,85.44444444,1
1477,,,Daecheong1,20230403,,3.4,,11.3,,,9.3,,3,Daecheongdam,1_1_20230402T021531_20230402T022156_T52SCF.tif,20230402,처_음,298,326.2222222,433.8888889,243.5555556,213.2222222,180,167.1111111,158.7777778,157.1111111,190.6666667,131.1111111,130.8888889,1
1478,,,Daecheong1,20230410,,3.7,,11,,,9.7,,3.2,Daecheongdam,1_1_20230412T021531_20230412T022653_T52SCF.tif,20230412,처_음,93.66666667,208.6666667,395.8888889,310.8888889,301.7777778,284.1111111,313.6666667,354.5555556,336.2222222,385,421.6666667,357.3333333,1
1479,,,Daecheong1,20230417,,3.5,,10.9,,,11.1,,2.9,Daecheongdam,1_1_20230417T021539_20230417T022159_T52SCF.tif,20230417,처_음,36.33333333,216.7777778,365.2222222,240.5555556,262.2222222,263.2222222,299.4444444,312.7777778,324.6666667,345.3333333,367.2222222,274.3333333,1
1481,,,Daecheong1,20230502,,3.6,,9.7,,,12.3,,2.2,Daecheongdam,1_1_20230502T021531_20230502T022440_T52SCF.tif,20230502,처_음,318,345.8888889,463.8888889,249.4444444,237.1111111,204.4444444,232.4444444,240.4444444,231.4444444,340,156.1111111,123.6666667,1
1496,,,Daecheong1,20230814,,29.7,,7.8,,,25.7,,1.2,Daecheongdam,1_1_20230815T021539_20230815T021939_T52SCF.tif,20230815,처_음,387.6666667,464.4444444,594.4444444,320.8888889,388.1111111,246.6666667,251.5555556,195.7777778,192,138,80.44444444,51.77777778,1
1497,,,Daecheong1,20230821,,24.8,,7.1,,,26.4,,1,Daecheongdam,1_1_20230820T021541_20230820T022103_T52SCF.tif,20230820,처_음,656,653.5555556,900.3333333,505.4444444,680.4444444,477.8888889,464.6666667,362.3333333,350,105.6666667,112.2222222,63.44444444,1
1500,,,Daecheong1,20230911,,28,,5.4,,,25.9,,0.7,Daecheongdam,1_1_20230909T021541_20230909T022102_T52SCF.tif,20230909,처_음,259.6666667,395.6666667,780.7777778,364.4444444,697.2222222,472.6666667,480.6666667,412.8888889,340.8888889,200,83.22222222,43.88888889,1
1503,,,Daecheong1,20230925,,6.1,,3.6,,,24.8,,1.5,Daecheongdam,1_1_20230924T021539_20230924T022642_T52SCF.tif,20230924,처_음,185.3333333,295.3333333,439.1111111,238.7777778,241.3333333,127.2222222,147.8888889,129.3333333,111.5555556,78.33333333,70,54.88888889,1
1508,,,Daecheong1,20231030,,16.5,,7.8,,,20.4,,2.6,Daecheongdam,1_1_20231029T021811_20231029T022436_T52SCF.tif,20231029,처_음,177,199.5555556,268.4444444,165.1111111,166.1111111,140.5555556,143,113.5555556,110.8888889,73.66666667,47.11111111,32.22222222,1
1510,,,Daecheong1,20231113,,10.9,,8.1,,,17.6,,2.1,Daecheongdam,1_1_20231113T021929_20231113T022557_T52SCF.tif,20231113,처_음,23.33333333,155.3333333,221.6666667,112.4444444,92.22222222,34.44444444,45.55555556,42.88888889,20.66666667,3.333333333,21.33333333,16.22222222,0
1512,,,Daecheong1,20231127,,9.4,,8.8,,,14.7,,2.5,Daecheongdam,1_1_20231128T022031_20231128T022300_T52SCF.tif,20231128,처_음,192.6666667,230.8888889,276,190,169.5555556,137.8888889,124,137.8888889,122.2222222,85.33333333,49.44444444,36.22222222,1
1513,,,Daecheong1,20231204,,6.2,,9.4,,,12.9,,3.3,Daecheongdam,1_1_20231203T022049_20231203T022043_T52SCF.tif,20231203,처_음,56.33333333,172.8888889,192.3333333,106.2222222,88.33333333,53.22222222,67.77777778,55.55555556,48.55555556,23,28.11111111,21.66666667,1
1516,,,Daecheong1,20231226,,2.2,,10.6,,,9.1,,2.8,Daecheongdam,1_1_20231223T022119_20231223T022116_T52SCF.tif,20231223,처_음,26,145.1111111,164.1111111,63,59.33333333,34.33333333,21.22222222,31.77777778,26.22222222,2.666666667,21.77777778,29.11111111,0
